Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"Brief Cases (Dresden Files) Hardcover – June 5, 2018",25.20,Books > Literature & Fiction > Short Stories & Anthologies,Jim Butcher,451492102,,"Ace (June 5, 2018)",English,6 x 1.1 x 9 inches,1.5 pounds,
"El Alquimista: Una Fabula Para Seguir Tus Suenos (Spanish) Paperback – January 22, 2002",9.07,Books > Literature & Fiction > Foreign Language Fiction,Paulo Coelho,62511408,192,"HarperCollins Español (January 22, 2002)",Spanish,5.2 x 0.5 x 8 inches,7 ounces,4.7
"Red Alert: An NYPD Red Mystery Hardcover – March 26, 2018",19.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316395560,,"Little, Brown and Company; Large Print edition (March 26, 2018)",English,6.4 x 1.5 x 9.6 inches,1.2 pounds,
"The Dark Forest (Remembrance of Earth's Past) Paperback – August 16, 2016",13.06,Books > Science Fiction & Fantasy > Science Fiction,Cixin Liu,765386690,512,"Tor Books; Reprint edition (August 16, 2016)",English,6.2 x 1.4 x 9.3 inches,1.2 pounds,4.6
"Parable of the Sower (Earthseed) Paperback – January 1, 2000",10.20,Books > Teen & Young Adult > Science Fiction & Fantasy,Octavia E. Butler,446675504,352,"Grand Central Publishing; Updated edition (January 1, 2000)",English,5.2 x 1 x 8 inches,8 ounces,4.5
"Batman Vol. 3: I Am Bane (Rebirth) Paperback – September 5, 2017",11.55,Books > Comics & Graphic Novels > Graphic Novels,Tom King,1401271316,176,"DC Comics (September 5, 2017)",English,6.7 x 0.3 x 10.2 inches,11.2 ounces,4.3
"The Perfect Generation Paperback – March 5, 2018",10.99,Books > Science Fiction & Fantasy > Science Fiction,C.P. James,1980420742,376,"Independently published (March 5, 2018)",English,5 x 1 x 8 inches,1.1 pounds,
"Batman: Gotham by Gaslight (Elseworlds) Paperback – March 12, 2013",11.69,Books > Comics & Graphic Novels > Graphic Novels,Brian Augustyn Mike Mignola,1401211534,112,"DC Comics (March 12, 2013)",English,6.6 x 0.2 x 10.2 inches,4.8 ounces,4.1
"Pathfinder Playtest Rulebook Hardcover – August 2, 2018",33.78,Books > Science Fiction & Fantasy > Gaming,Jason Bulmahn,1640780858,,"Paizo Inc. (August 2, 2018)",English,8.5 x 1.5 x 11 inches,1.7 pounds,
"Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International) Paperback – March 2, 1993",10.87,Books > Literature & Fiction > World Literature,Haruki Murakami,679743464,416,"Vintage (March 2, 1993)",English,5.2 x 0.9 x 8 inches,10.6 ounces,4.4
"Batman: Year One Paperback – January 10, 2007",9.99,Books > Comics & Graphic Novels > Graphic Novels,Frank Miller David Mazzucchelli,290204895,136,"DC Comics; Deluxe ed. edition (January 10, 2007)",English,6.7 x 0.3 x 10.2 inches,9.6 ounces,4.6
"The Skaar Invasion (The Fall of Shannara) Hardcover – June 19, 2018",18.30,Books > Literature & Fiction > Action & Adventure,Terry Brooks,553391518,,"Del Rey (June 19, 2018)",English,6.1 x 1 x 9.2 inches,1.4 pounds,
"METRO 2035. English language edition. (METRO by Dmitry Glukhovsky) (Volume 3) Paperback – December 1, 2016",19.99,Books > Science Fiction & Fantasy > Science Fiction,Dmitry Glukhovsky,1539930726,502,"CreateSpace Independent Publishing Platform; 1 edition (December 1, 2016)",English,6 x 1.3 x 9 inches,1.5 pounds,4.5
"The Gender Game 5: The Gender Fall (Volume 5) Paperback – March 31, 2017",14.99,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1542939208,402,"CreateSpace Independent Publishing Platform (March 31, 2017)",English,6 x 1 x 9 inches,1.5 pounds,4.4
"North! Or Be Eaten (The Wingfeather Saga) Paperback – August 18, 2009",12.98,Books > Teen & Young Adult > Literature & Fiction,Andrew Peterson,1400073871,352,"WaterBrook; Original edition (August 18, 2009)",English,6 x 0.8 x 9 inches,13.6 ounces,4.9
"Ramses the Damned: The Passion of Cleopatra Paperback – November 21, 2017",9.26,Books > Literature & Fiction > Genre Fiction,Christopher Rice,1101970324,416,"Anchor; Complete Numbers Starting with 1, 1st Ed edition (November 21, 2017)",English,5.1 x 0.9 x 8 inches,10.4 ounces,4.1
"The Outlandish Companion (Revised and Updated): Companion to Outlander, Dragonfly in Amber, Voyager, and Drums of Autumn Hardcover – March 31, 2015",27.19,Books > Literature & Fiction > History & Criticism,Diana Gabaldon,1101887273,,"Delacorte Press; Revised, Updated edition (March 31, 2015)",English,7.4 x 1.9 x 9.6 inches,2.1 pounds,4.7
"Ghost Fleet: A Novel of the Next World War Paperback – May 24, 2016",12.87,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",P. W. Singer August Cole,054470505X,416,"Eamon Dolan/Mariner Books; Reprint edition (May 24, 2016)",English,5.3 x 1.1 x 8 inches,11.4 ounces,3.8
"The Storyteller Paperback – November 5, 2013",13.59,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jodi Picoult,1439102775,480,"Atria/Emily Bestler Books; Reprint edition (November 5, 2013)",English,5.3 x 1.3 x 8.2 inches,13.6 ounces,4.6
"Beautiful Days: Stories Hardcover – February 6, 2018",17.70,Books > Literature & Fiction > Short Stories & Anthologies,Joyce Carol Oates,62795783,,"Ecco (February 6, 2018)",English,6 x 1.1 x 9 inches,1.2 pounds,3.3
"Running Blind (Jack Reacher) Mass Market Paperback – August 28, 2007",8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515143502,560,"Berkley; Reprint edition (August 28, 2007)",English,4.2 x 1.1 x 7.5 inches,9.1 ounces,4.3
"Night Road: A Novel Paperback – January 3, 2012",13.69,Books > Literature & Fiction > Genre Fiction,Kristin Hannah,312364431,432,"St. Martin's Griffin; Reprint edition (January 3, 2012)",English,5.3 x 1.2 x 8.3 inches,13.6 ounces,4.6
"The Thirst: A Harry Hole Novel (Harry Hole Series) Paperback – January 30, 2018",14.40,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jo Nesbo,804170223,544,"Vintage Crime/Black Lizard; Reprint edition (January 30, 2018)",English,5.2 x 0.9 x 8 inches,13.1 ounces,4.3
"The Day She Disappeared: A Novel Hardcover – March 6, 2018",17.70,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Christobel Kent,374279551,,"Sarah Crichton Books (March 6, 2018)",English,6.3 x 1.4 x 9.2 inches,1.4 pounds,4
"The Cuckoo's Calling (Cormoran Strike) Paperback – April 29, 2014",10.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Galbraith,316206857,480,"Mulholland Books (April 29, 2014)",English,5.5 x 1.2 x 8.2 inches,14.4 ounces,4.1
"Ballistic (Gray Man) Paperback – October 4, 2011",13.47,Books > Literature & Fiction > Action & Adventure,Mark Greaney,425244083,496,"Berkley; Original edition (October 4, 2011)",English,5.3 x 1.1 x 8 inches,13.6 ounces,4.5
"Whiskey Words & a Shovel I Paperback – May 2, 2017",14.39,Books > Literature & Fiction > Poetry,r.h. Sin,1449488064,304,"Andrews McMeel Publishing; Revised edition (May 2, 2017)",English,5 x 0.8 x 7 inches,10.4 ounces,4.6
"Truly Madly Guilty Paperback – July 25, 2017",13.59,Books > Literature & Fiction > Genre Fiction,Liane Moriarty,1250069807,544,"Flatiron Books; Reprint edition (July 25, 2017)",English,5.5 x 1.4 x 8.2 inches,1 pounds,3.6
"A Lineage of Grace: Five Stories of Unlikely Women Who Changed Eternity Paperback – October 1, 2009",11.42,Books > Christian Books & Bibles > Literature & Fiction,Francine Rivers,842356320,560,"Tyndale House Publishers, Inc.; Original edition (October 1, 2009)",English,6 x 1.4 x 9 inches,1.2 pounds,4.8
"Us Against You: A Novel (Beartown) Hardcover – June 5, 2018",17.70,Books > Literature & Fiction > Genre Fiction,Fredrik Backman,1501160796,,"Atria Books (June 5, 2018)",English,6 x 9 inches,1.7 pounds,
"The People vs. Alex Cross Hardcover – November 20, 2017",17.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316273902,,"Little, Brown and Company (November 20, 2017)",English,6.4 x 1.4 x 9.6 inches,1.9 pounds,4.7
"The Art and Making of The Greatest Showman Hardcover – December 12, 2017",31.75,Books > Humor & Entertainment > Movies,Signe Bergstrom,1681883732,,"Weldon Owen; Not for Online ed. edition (December 12, 2017)",English,9 x 0.9 x 11 inches,2.2 pounds,4.9
"The Female Persuasion: A Novel Hardcover – April 3, 2018",16.80,Books > Literature & Fiction > Genre Fiction,Meg Wolitzer,1594488401,,"Riverhead Books (April 3, 2018)",English,6.3 x 1.5 x 9.3 inches,1.5 pounds,
"The Queen of Hearts Hardcover – February 13, 2018",17.10,Books > Literature & Fiction > Genre Fiction,Kimmery Martin,399585052,,"Berkley (February 13, 2018)",English,6.3 x 1.2 x 9.3 inches,1.2 pounds,4.6
"After Anna Hardcover – April 10, 2018",20.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lisa Scottoline,125009965X,,"St. Martin's Press (April 10, 2018)",English,,1.7 pounds,
"in the absence of the sun Paperback – June 15, 2017",6.99,Books > Literature & Fiction > Poetry,emily curtis,692901264,114,"Emily Curtis (June 15, 2017)",English,5 x 0.3 x 8 inches,3.2 ounces,4.3
"Station Eleven Paperback – June 2, 2015",10.31,Books > Science Fiction & Fantasy > Science Fiction,Emily St. John Mandel,804172447,352,"Vintage; Reprint edition (June 2, 2015)",English,5.2 x 0.7 x 8 inches,9.6 ounces,4.1
"The Illustrated Man Mass Market Paperback – April 17, 2012",7.99,Books > Literature & Fiction > Short Stories & Anthologies,Ray Bradbury,9.78E+12,304,"Simon & Schuster; Reprint edition (April 17, 2012)",English,4.1 x 1 x 6.8 inches,4 ounces,4.4
"The Divide Paperback – March 2, 2018",14.99,Books > Science Fiction & Fantasy > Science Fiction,Jeremy Robinson,1941539351,370,"Breakneck Media (March 2, 2018)",English,6 x 0.9 x 9 inches,1.4 pounds,4.9
"New York 2140 Paperback – March 6, 2018",13.56,Books > Science Fiction & Fantasy > Science Fiction,Kim Stanley Robinson,316262315,656,"Orbit; Reprint edition (March 6, 2018)",English,5.5 x 1.8 x 8.5 inches,1 pounds,3.8
"Bird Box: A Novel Paperback – February 10, 2015",10.07,Books > Literature & Fiction > Genre Fiction,Josh Malerman,62259660,272,"Ecco; Reprint edition (February 10, 2015)",English,5.3 x 0.6 x 8 inches,4 ounces,4.4
"The Valley of the Shadows (Black Tide Rising) Hardcover – November 6, 2018",20.91,Books > Science Fiction & Fantasy > Science Fiction,Mike Massa,1481483552,,"Baen (November 6, 2018)",English,,1.7 pounds,
"Spinning Silver Hardcover – July 10, 2018",25.20,Books > Literature & Fiction > Action & Adventure,Naomi Novik,399180982,,"Del Rey (July 10, 2018)",English,5.5 x 1.2 x 8.2 inches,1.3 pounds,
"The Green Mile: The Complete Serial Novel Mass Market Paperback – June 27, 2017",8.99,Books > Literature & Fiction > Genre Fiction,Stephen King,1501160443,512,"Pocket Books (June 27, 2017)",English,4.1 x 1.1 x 7.5 inches,9.8 ounces,4.8
"Binti: The Night Masquerade Paperback – January 16, 2018",11.21,Books > Literature & Fiction > United States,Nnedi Okorafor,765393131,208,"Tor.com (January 16, 2018)",English,5 x 0.5 x 8 inches,5.6 ounces,4.6
"The Martian Chronicles Mass Market Paperback – April 17, 2012",7.99,Books > Literature & Fiction > Short Stories & Anthologies,Ray Bradbury,1451678193,256,"Simon & Schuster; Reprint edition (April 17, 2012)",English,4.1 x 0.8 x 6.8 inches,4.5 ounces,4.4
"Echo Burning (Jack Reacher) Paperback – November 27, 2007",8.15,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515143820,592,"Berkley; Reissue edition (November 27, 2007)",English,4.2 x 1.2 x 7.6 inches,11.2 ounces,4.3
"The Ghostwriter Paperback – October 2, 2017",13.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Alessandra Torre,1940941946,316,"DCA (October 2, 2017)",English,6 x 0.8 x 9 inches,1.2 pounds,4.7
"In This Grave Hour: A Maisie Dobbs Novel Paperback – February 27, 2018",10.99,Books > Literature & Fiction > Genre Fiction,Jacqueline Winspear,62436627,368,"Harper Perennial; Reprint edition (February 27, 2018)",English,5.3 x 0.8 x 8 inches,9.4 ounces,4.7
"The Daughter: A gripping psychological thriller with a twist you won’t see coming Paperback – January 22, 2018",9.89,Books > Literature & Fiction > Women's Fiction,Lucy Dawson,1786813300,284,"Bookouture (January 22, 2018)",English,5.1 x 0.6 x 7.8 inches,7.8 ounces,4.3
"Red War (A Mitch Rapp Novel) Hardcover – October 2, 2018",25.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1501190598,,"Atria/Emily Bestler Books (October 2, 2018)",English,,1.7 pounds,
"Tinker, Tailor, Soldier, Spy: A George Smiley Novel Paperback – June 7, 2011",13.06,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,143119788,400,"Penguin Books; Reprint edition (June 7, 2011)",English,5.5 x 1.1 x 8.2 inches,12 ounces,4.1
"Gwendy's Button Box: A Novella Paperback – October 31, 2017",11.59,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King Richard Chizmar,1501188291,176,"Gallery Books; Reprint edition (October 31, 2017)",English,5.3 x 0.4 x 8.2 inches,5 ounces,4.3
"The Dark Tower IV: Wizard and Glass Mass Market Paperback – December 27, 2016",8.99,Books > Literature & Fiction > Genre Fiction,Stephen King,1501161830,1040,"Pocket Books; Reissue edition (December 27, 2016)",English,4.1 x 1.9 x 7.5 inches,1 pounds,4.3
"The Medical Examiner: A Women's Murder Club Story (BookShots) Paperback – August 1, 2017",4.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson Maxine Paetro,316504823,144,"BookShots (August 1, 2017)",English,5 x 0.4 x 7 inches,5 ounces,4.1
"The Language of Flowers: A Novel Paperback – April 3, 2012",11.06,Books > Literature & Fiction > Genre Fiction,Vanessa Diffenbaugh,345525558,334,"Ballantine Books; Reprint edition (April 3, 2012)",English,5.2 x 0.8 x 8 inches,9.6 ounces,4.5
"The Girl in the Moon Hardcover – March 20, 2018",22.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Terry Goodkind,1510736417,,"Skyhorse Publishing (March 20, 2018)",English,6.5 x 1.5 x 9 inches,1.6 pounds,3.5
"The House of God Paperback – September 7, 2010",12.84,Books > Humor & Entertainment > Humor,Samuel Shem,425238091,400,"Berkley; Reissue edition (September 7, 2010)",English,5.5 x 1 x 8.2 inches,11.2 ounces,4.4
"Gilead: A Novel Paperback – January 10, 2006",9.84,Books > Literature & Fiction > Genre Fiction,Marilynne Robinson,031242440X,247,"Picador; Reprint edition (January 10, 2006)",English,5.4 x 0.8 x 8.3 inches,7.2 ounces,4.1
"The Great Divorce Paperback – Deckle Edge, April 21, 2015",8.88,Books > Christian Books & Bibles > Literature & Fiction,C. S. Lewis,60652950,160,"HarperOne; Revised ed. edition (April 21, 2015)",English,5.3 x 0.4 x 8 inches,8.6 ounces,4.6
"Ishmael:A Novel Paperback – May 1, 1995",12.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Daniel Quinn,553375407,263,"Bantam; Reissue edition (May 1, 1995)",English,5.2 x 0.8 x 8 inches,4.8 ounces,4.6
"The Gender Game (Volume 1) Paperback – September 24, 2016",13.49,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1535197722,416,"CreateSpace Independent Publishing Platform (September 24, 2016)",English,6 x 1 x 9 inches,1.7 pounds,4.4
"Roald Dahl Collection - 15 Paperback Book Boxed Set Paperback – Box set, 2013",,Books > Literature & Fiction > Short Stories & Anthologies,Roald Dahl,141349980,,Puffin Books; 15 Book Boxed Set edition (2013),English,5.3 x 7 x 8.1 inches,5.4 pounds,4.7
"Thesaurus Of Scales And Melodic Patterns Paperback – August 4, 2012",29.66,Books > Literature & Fiction > Literary,Nicolas Slonimsky,1258454165,256,"Literary Licensing, LLC (August 4, 2012)",English,8.5 x 0.5 x 11 inches,1.2 pounds,4.5
"The Deceivers (A John Wells Novel) Hardcover – February 6, 2018",18.28,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Alex Berenson,399176160,,"G.P. Putnam's Sons (February 6, 2018)",English,6.3 x 1.4 x 9.4 inches,1.4 pounds,4.3
"Timeless: A Drizzt Novel Hardcover – September 18, 2018",25.19,Books > Literature & Fiction > Genre Fiction,R. A. Salvatore,62688596,,"Harper Voyager (September 18, 2018)",English,6 x 1.3 x 9 inches,1.4 pounds,
"In a Dark, Dark Wood Paperback – April 19, 2016",8.80,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ruth Ware,1501112333,352,"Gallery/Scout Press; Reprint edition (April 19, 2016)",English,5.3 x 0.9 x 8.2 inches,8.8 ounces,3.9
"Scalia Speaks: Reflections on Law, Faith, and Life Well Lived Hardcover – Deckle Edge, October 3, 2017",20.01,Books > Politics & Social Sciences > Politics & Government,Antonin Scalia,525573321,,"Crown Forum (October 3, 2017)",English,6.6 x 1.4 x 9.5 inches,1.4 pounds,4.8
"The World According to Mister Rogers: Important Things to Remember Hardcover – October 8, 2003",11.80,Books > Literature & Fiction > Genre Fiction,Fred Rogers,1401301061,,"Hachette Books (October 8, 2003)",English,5.9 x 0.8 x 6.8 inches,9.6 ounces,4.8
"Ursula K. Le Guin: The Hainish Novels and Stories (Library of America) Hardcover – September 5, 2017",48.56,Books > Science Fiction & Fantasy > Science Fiction,Ursula K. Le Guin,1598535374,,"Library of America; Box edition (September 5, 2017)",English,5.4 x 2.9 x 8.5 inches,3.6 pounds,5
"Overlord, Vol. 2 - light novel Hardcover – September 27, 2016",16.02,Books > Science Fiction & Fantasy > Fantasy,Kugane Maruyama,031636391X,,"Yen On (September 27, 2016)",English,5.8 x 1 x 8.8 inches,14.4 ounces,4.6
"Silver Surfer: Rebirth of Thanos Paperback – July 4, 2012",20.83,Books > Comics & Graphic Novels > Graphic Novels,Jim Starlin,785166432,224,"Marvel (July 4, 2012)",English,6.8 x 0.5 x 10.2 inches,12.6 ounces,4.6
"The Art of Magic: The Gathering - Ixalan Hardcover – January 2, 2018",25.46,Books > Arts & Photography > History & Criticism,James Wyatt,1421596571,,"VIZ Media LLC (January 2, 2018)",English,10 x 1 x 11.2 inches,3.9 pounds,5
"The Color of Magic (Discworld) Mass Market Paperback – January 29, 2013",7.78,Books > Literature & Fiction > Action & Adventure,Terry Pratchett,62225677,288,"Harper; Reissue edition (January 29, 2013)",English,4.2 x 0.6 x 7.5 inches,5.6 ounces,4.3
"The Core: Book Five of The Demon Cycle Hardcover – October 3, 2017",18.00,Books > Literature & Fiction > Action & Adventure,Peter V. Brett,345531507,,"Del Rey (October 3, 2017)",English,6.4 x 1.9 x 9.5 inches,2.4 pounds,4.3
"The 10X Rule: The Only Difference Between Success and Failure Hardcover – April 26, 2011",16.96,Books > Business & Money > Business Culture,Grant Cardone,470627603,,"Wiley; 1 edition (April 26, 2011)",English,6.3 x 1 x 9.1 inches,1 pounds,4.6
"Force of Nature: A Novel Hardcover – February 6, 2018",17.10,Books > Literature & Fiction > Genre Fiction,Jane Harper,1250105633,,"Flatiron Books; First Edition edition (February 6, 2018)",English,6.4 x 1.2 x 9.4 inches,1.1 pounds,4.2
"Twisted Prey (A Prey Novel) Hardcover – April 24, 2018",20.30,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Sandford,735217351,,"G.P. Putnam's Sons (April 24, 2018)",English,6 x 1.2 x 9 inches,1.4 pounds,
